name	zipCode
Ceroux-Mousty 	1341
Limelette 	1342
Louvain-la-Neuve 	1348
Enines 	1350
Folx-les-Caves 	1350
Jandrain-Jandrenouille 	1350
Jauche 	1350
Marilles 	1350
Noduwez 	1350
Orp-Jauche 	1350
Orp-le-Grand 	1350
Helecine 	1357
Linsmeau 	1357
Neerheylissem 	1357
Opheylissem 	1357
Maleves-Sainte-Marie-Wastines 	1360
Orbais 	1360
Perwez 	1360
Thorembais-les-Beguines 	1360
Thorembais-Saint-Trond 	1360
Autre-Eglise 	1367
Bomal 	1367
Geest-Gerompont-Petit-Rosiere 	1367
Gerompont 	1367
Grand-Rosiere-Hottomont 	1367
Huppaye 	1367
Mont-Saint-Andre 	1367
Ramillies 	1367
Dongelberg 	1370
Jauchelette 	1370
Jodoigne 	1370
Jodoigne-Souveraine 	1370
Lathuy 	1370
Melin 	1370
Pietrain 	1370
Saint-Jean-Geest 	1370
Saint-Remy-Geest 	1370
Zetrud-Lumay 	1370
Couture-Saint-Germain 	1380
Lasne 	1380
Lasne-Chapelle-Saint-Lambert 	1380
Maransart 	1380
Ohain 	1380
Plancenoit 	1380
Archennes 	1390
Biez 	1390
Bossut-Gottechain 	1390
Grez-Doiceau 	1390
Nethen 	1390
Monstreux 	1400
Nivelles 	1400
Baulers 	1401
Thines 	1402
Bornival 	1404
Waterloo 	1410
Braine-l'Alleud 	1420
Ophain-Bois-Seigneur-Isaac 	1421
Lillois-Witterzee 	1428
Bierghes 	1430
Quenast 	1430
Rebecq 	1430
Rebecq-Rognon 	1430
Corbais 	1435
Hevillers 	1435
Mont-Saint-Guibert 	1435
Braine-le-Chateau 	1440
Wauthier-Braine 	1440
Chastre 	1450
Chastre-Villeroux-Blanmont 	1450
Cortil-Noirmont 	1450
Gentinnes 	1450
Saint-Gery 	1450
Nil-Saint-Vincent-Saint-Martin 	1457
Tourinnes-Saint-Lambert 	1457
Walhain 	1457
Walhain-Saint-Paul 	1457
Ittre 	1460
Virginal-Samme 	1460
Haut-Ittre 	1461
Baisy-thy 	1470
Bousval 	1470
Genappe 	1470
Loupoigne 	1471
Vieux-Genappe 	1472
Glabais 	1473
Ways 	1474
Houtain-le-Val 	1476
Clabecq 	1480
Oisquercq 	1480
Saintes 	1480
Tubize 	1480
Court-Saint-Etienne 	1490
Marbais 	1495
Mellery 	1495
Sart-Dames-Avelines 	1495
Tilly 	1495
Villers-la-Ville 	1495
Halle 	1500
Buizingen 	1501
Lembeek 	1502
Herfelingen 	1540
Herne 	1540
Sint-Pieters-Kapelle 	1541
Bever 	1547
Bievene 	1547
Hoeilaart 	1560
Galmaarden 	1570
Tollembeek 	1570
Vollezele 	1570
Oudenaken 	1600
Sint-Laureins-Berchem 	1600
Sint-Pieters-Leeuw 	1600
Ruisbroek 	1601
Vlezenbeek 	1602
Drogenbos 	1620
Linkebeek 	1630
Rhode-Saint-Genese 	1640
Sint-Genesius-Rode 	1640
Beersel 	1650
Lot 	1651
Alsemberg 	1652
Dworp 	1653
Huizingen 	1654
Bogaarden 	1670
Heikruis 	1670
Pepingen 	1670
Elingen 	1671
Beert 	1673
Bellingen 	1674
Dilbeek 	1700
Sint-Martens-Bodegem 	1700
Sint-Ulriks-Kapelle 	1700
Itterbeek 	1701
Groot-Bijgaarden 	1702
Schepdaal 	1703
Asse 	1730
Bekkerzeel 	1730
Kobbegem 	1730
Mollem 	1730
Relegem 	1731
Zellik 	1731
Ternat 	1740
Wambeek 	1741
Sint-Katherina-lombeek 	1742
Mazenzele 	1745
Opwijk 	1745
Gaasbeek 	1750
Lennik 	1750
Sint-Kwintens-Lennik 	1750
Sint-Martens-Lennik 	1750
Gooik 	1755
Kester 	1755
Leerbeek 	1755
Oetingen 	1755
Onze-Lieve-Vrouw-Lombeek 	1760
Pamel 	1760
Roosdaal 	1760
Strijtem 	1760
Borchtlombeek 	1761
Liedekerke 	1770
Wemmel 	1780
Brussegem 	1785
Hamme 	1785
Merchtem 	1785
Affligem 	1790
Essene 	1790
Hekelgem 	1790
Teralfene 	1790
Peutie 	1800
Vilvoorde 	1800
Melsbroek 	1820
Perk 	1820
Steenokkerzeel 	1820
Machelen 	1830
Diegem 	1831
Londerzeel 	1840
Malderen 	1840
Steenhuffel 	1840
Grimbergen 	1850
Humbeek 	1851
Beigem 	1852
Strombeek-Bever 	1853
Meise 	1860
Wolvertem 	1861
Kapelle-op-den-Bos 	1880
Nieuwenrode 	1880
Ramsdonk 	1880
Berg 	1910
Buken 	1910
Kampenhout 	1910
Nederokkerzeel 	1910
Nossegem 	1930
Zaventem 	1930
Brucargo 	1931
Sint-Stevens-Woluwe 	1932
Sterrebeek 	1933
Kraainem 	1950
Wezembeek-Oppem 	1970
Eppegem 	1980
Zemst 	1980
Hofstade 	1981
Elewijt 	1982
Weerde 	1982
Antwerpen 	2000
Antwerpen 	2018
Antwerpen 	2020
Antwerpen 	2030
Antwerpen 	2040
Berendrecht 	2040
Lillo 	2040
Zandvliet 	2040
Antwerpen 	2050
Antwerpen 	2060
Burcht 	2070
Zwijndrecht 	2070
Deurne 	2100
Wijnegem 	2110
Borgerhout 	2140
Borsbeek 	2150
Wommelgem 	2160
Merksem 	2170
Ekeren 	2180
Herentals 	2200
Morkhoven 	2200
Noorderwijk 	2200
Hallaar 	2220
Heist-Op-Den-Berg 	2220
Booischot 	2221
Itegem 	2222
Wiekevorst 	2222
Schriek 	2223
Herselt 	2230
Ramsel 	2230
Houtvenne 	2235
Hulshout 	2235
Westmeerbeek 	2235
Massenhoven 	2240
Viersel 	2240
Zandhoven 	2240
Pulderbos 	2242
Pulle 	2243
Olen 	2250
Oevel 	2260
Tongerlo 	2260
Westerlo 	2260
Zoerle-Parwijs 	2260
Herenthout 	2270
Gierle 	2275
Lille 	2275
Poederlee 	2275
Wechelderzande 	2275
Grobbendonk 	2280
Bouwel 	2288
Vorselaar 	2290
Turnhout 	2300
Rijkevorsel 	2310
Hoogstraten 	2320
Meer 	2321
Minderhout 	2322
Wortel 	2323
Meerle 	2328
Merksplas 	2330
Beerse 	2340
Vlimmeren 	2340
Vosselaar 	2350
Oud-Turnhout 	2360
Arendonk 	2370
Ravels 	2380
Weelde 	2381
Poppel 	2382
Baarle-Hertog 	2387
Malle 	2390
Oostmalle 	2390
Westmalle 	2390
Mol 	2400
Eindhout 	2430
Vorst 	2430
Varendonk 	2431
Veerle 	2431
Geel 	2440
Meerhout 	2450
Kasterlee 	2460
Lichtaart 	2460
Tielen 	2460
Retie 	2470
Dessel 	2480
Balen 	2490
Olmen 	2491
Koningshooikt 	2500
Lier 	2500
Broechem 	2520
Emblem 	2520
Oelegem 	2520
Ranst 	2520
Boechout 	2530
Vremde 	2531
Hove 	2540
Lint 	2547
Kontich 	2550
Waarloos 	2550
Bevel 	2560
Kessel 	2560
Nijlen 	2560
Duffel 	2570
Beerzel 	2580
Putte 	2580
Berlaar 	2590
Gestel 	2590
Berchem 	2600
Wilrijk 	2610
Hemiksem 	2620
Schelle 	2627
Aartselaar 	2630
Mortsel 	2640
Edegem 	2650
Hoboken 	2660
Mechelen 	2800
Walem 	2800
Heffen 	2801
Hombeek 	2811
Leest 	2811
Muizen 	2812
Bonheiden 	2820
Rijmenam 	2820
Blaasveld 	2830
Heindonk 	2830
Tisselt 	2830
Willebroek 	2830
Reet 	2840
Rumst 	2840
Terhagen 	2840
Niel 	2845
Boom 	2850
Sint-Katelijne-Waver 	2860
Onze-Lieve-Vrouw-Waver 	2861
Breendonk 	2870
Liezele 	2870
Puurs 	2870
Ruisbroek 	2870
Bornem 	2880
Hingene 	2880
Mariekerke 	2880
Weert 	2880
Lippelo 	2890
Oppuurs 	2890
Sint-Amands 	2890
Schoten 	2900
Essen 	2910
Kalmthout 	2920
Brasschaat 	2930
Hoevenen 	2940
Stabroek 	2940
Kapellen 	2950
Brecht 	2960
Sint-Job-in-'t-Goor 	2960
Sint-Lenaerts 	2960
's Gravenwezel 	2970
Schilde 	2970
Halle 	2980
Zoersel 	2980
Loenhout 	2990
Wuustwezel 	2990
Leuven 	3000
Heverlee 	3001
Kessel-Lo 	3010
Wilsele 	3012
Wijgmaal 	3018
Herent 	3020
Veltem-Beisem 	3020
Winksele 	3020
Huldenberg 	3040
Loonbeek 	3040
Neerijse 	3040
Ottenburg 	3040
Sint-Agatha-Rode 	3040
Oud-Heverlee 	3050
Sint-Joris-Weert 	3051
Blanden 	3052
Haasrode 	3053
Vaalbeek 	3054
Bertem 	3060
Korbeek-Dijle 	3060
Leefdaal 	3061
Kortenberg 	3070
Erps-kwerps 	3071
Everberg 	3078
Meerbeek 	3078
Duisburg 	3080
Tervuren 	3080
Vossem 	3080
Overijse 	3090
Rotselaar 	3110
Wezemaal 	3111
Werchter 	3118
Tremelo 	3120
Baal 	3128
Begijnendijk 	3130
Betekom 	3130
Keerbergen 	3140
Haacht 	3150
Tildonk 	3150
Wespelaar 	3150
Boortmeerbeek 	3190
Hever 	3191
Aarschot 	3200
Gelrode 	3200
Langdorp 	3201
Rillaar 	3202
Linden 	3210
Lubbeek 	3210
Binkom 	3211
Pellenberg 	3212
Holsbeek 	3220
Kortrijk-Dutsel 	3220
Sint-Pieters-Rode 	3220
Nieuwrode 	3221
Scherpenheuvel 	3270
Averbode 	3271
Zichem 	3271
Messelbroek 	3272
Testelt 	3272
Deurne 	3290
Diest 	3290
Schaffen 	3290
Webbekom 	3290
Kaggevinne 	3293
Molenstede 	3294
Bost 	3300
Goetsenhoven 	3300
Hakendover 	3300
Kumtich 	3300
Oorbeek 	3300
Oplinter 	3300
Sint-Margriete-Houtem 	3300
Tienen 	3300
Vissenaken 	3300
Hoegaarden 	3320
Meldert 	3320
Outgaarden 	3321
Drieslinter 	3350
Linter 	3350
Melkwezer 	3350
Neerhespen 	3350
Neerlinter 	3350
Orsmaal-Gussenhoven 	3350
Overhespen 	3350
Wommersom 	3350
Bierbeek 	3360
Korbeek-Lo 	3360
Lovenjoel 	3360
Opvelp 	3360
Boutersem 	3370
Kerkom 	3370
Neervelp 	3370
Roosbeek 	3370
Vertrijk 	3370
Willebringen 	3370
Bunsbeek 	3380
Glabbeek(Zuurbemde) 	3380
Kapellen 	3381
Attenrode 	3384
Houwaart 	3390
Sint-Joris-Winge 	3390
Tielt 	3390
Meensel-Kiezegem 	3391
Eliksem 	3400
Ezemaal 	3400
Laar 	3400
Landen 	3400
Neerwinden 	3400
Overwinden 	3400
Rumsdorp 	3400
Wange 	3400
Waasmont 	3401
Walsbets 	3401
Walshoutem 	3401
Wezeren 	3401
Attenhoven 	3404
Neerlanden 	3404
Budingen 	3440
Dormaal 	3440
Halle-Booienhoven 	3440
Helen-Bos 	3440
Zoutleeuw 	3440
Geetbets 	3450
Grazen 	3450
Rummen 	3454
Assent 	3460
Bekkevoort 	3460
Molenbeek-Wersbeek 	3461
Kortenaken 	3470
Ransberg 	3470
Sint-Margriete 	3470
Hoeleden 	3471
Kersbeek-Miskom 	3472
Waanrode 	3473
Hasselt 	3500
Sint-Lambrechts-Herk 	3500
Wimmertingen 	3501
Kermt 	3510
Spalbeek 	3510
Kuringen 	3511
Stokrooie 	3511
Stevoort 	3512
Zonhoven 	3520
Helchteren 	3530
Houthalen 	3530
Houthalen-Helchteren 	3530
Berbroek 	3540
Donk 	3540
Herk-de-Stad 	3540
Schulen 	3540
Halen 	3545
Loksbergen 	3545
Zelem 	3545
Heusden 	3550
Heusden-Zolder 	3550
Zolder 	3550
Linkhout 	3560
Lummen 	3560
Meldert 	3560
Alken 	3570
Beringen 	3580
Beverlo 	3581
Koersel 	3582
Paal 	3583
Diepenbeek 	3590
Genk 	3600
Gellik 	3620
Lanaken 	3620
Neerharen 	3620
Veldwezelt 	3620
Rekem 	3621
Eisden 	3630
Leut 	3630
Maasmechelen 	3630
Mechelen-aan-de-Maas 	3630
Meeswijk 	3630
Opgrimbie 	3630
Vucht 	3630
Boorsem 	3631
Uikhoven 	3631
Kessenich 	3640
Kinrooi 	3640
Molenbeersel 	3640
Ophoven 	3640
Dilsen 	3650
Elen 	3650
Lanklaar 	3650
Rotem 	3650
Stokkem 	3650
Opglabbeek 	3660
As 	3665
Niel-bij-As 	3668
Ellikom 	3670
Gruitrode 	3670
Meeuwen 	3670
Meeuwen-Gruitrode 	3670
Neerglabbeek 	3670
Wijshagen 	3670
Maaseik 	3680
Neeroeteren 	3680
Opoeteren 	3680
Zutendaal 	3690
's Herenelderen 	3700
Berg 	3700
Diets-Heur 	3700
Haren 	3700
Henis 	3700
Kolmont 	3700
Koninksem 	3700
Lauw 	3700
Mal 	3700
Neerrepen 	3700
Nerem 	3700
Overrepen 	3700
Piringen 	3700
Riksingen 	3700
Rutten 	3700
Sluizen 	3700
Tongeren 	3700
Vreren 	3700
Widooie 	3700
Herstappe 	3717
Kortessem 	3720
Vliermaalroot 	3721
Wintershoven 	3722
Guigoven 	3723
Vliermaal 	3724
Hoeselt 	3730
Romershoven 	3730
Sint-Huibrechts-Hern 	3730
Werm 	3730
Schalkhoven 	3732
Beverst 	3740
Bilzen 	3740
Eigenbilzen 	3740
Grote-Spouwen 	3740
Hees 	3740
Kleine-Spouwen 	3740
Mopertingen 	3740
Munsterbilzen 	3740
Rijkhoven 	3740
Rosmeer 	3740
Waltwilder 	3740
Martenslinde 	3742
Hoelbeek 	3746
Genoelselderen 	3770
Herderen 	3770
Kanne 	3770
Membruggen 	3770
Millen 	3770
Riemst 	3770
Val-Meer 	3770
Vlijtingen 	3770
Vroenhoven 	3770
Zichen-Zussen-Bolder 	3770
Fouron-Saint-Martin 	3790
Fourons 	3790
Moelingen 	3790
Mouland 	3790
Sint-Martens-Voeren 	3790
Voeren 	3790
Remersdaal 	3791
Fouron-Saint-Pierre 	3792
Sint-Pieters-Voeren 	3792
Teuven 	3793
's Gravenvoeren 	3798
Fouron-le-Comte 	3798
Aalst 	3800
Brustem 	3800
Engelmanshoven 	3800
Gelinden 	3800
Groot-Gelmen 	3800
Halmaal 	3800
Kerkom-bij-Sint-Truiden 	3800
Ordingen 	3800
Sint-Truiden 	3800
Zepperen 	3800
Duras 	3803
Gorsem 	3803
Runkelen 	3803
Wilderen 	3803
Velm 	3806
Berlingen 	3830
Wellen 	3830
Herten 	3831
Ulbeek 	3832
Bommershoven 	3840
Borgloon 	3840
Broekom 	3840
Gors-Opleeuw 	3840
Gotem 	3840
Groot-Loon 	3840
Haren 	3840
Hendrieken 	3840
Hoepertingen 	3840
Jesseren 	3840
Kerniel 	3840
Kolmont 	3840
Kuttekoven 	3840
Rijkel 	3840
Voort 	3840
Binderveld 	3850
Kozen 	3850
Nieuwerkerken 	3850
Wijer 	3850
Batsheers 	3870
Bovelingen 	3870
Gutschoven 	3870
Heers 	3870
Heks 	3870
Horpmaal 	3870
Klein-Gelmen 	3870
Mechelen-Bovelingen 	3870
Mettekoven 	3870
Opheers 	3870
Rukkelingen-Loon 	3870
Vechmaal 	3870
Veulen 	3870
Boekhout 	3890
Gingelom 	3890
Jeuk 	3890
Kortijs 	3890
Montenaken 	3890
Niel-bij-Sint-Truiden 	3890
Vorsen 	3890
Borlo 	3891
Buvingen 	3891
Mielen-boven-Aalst 	3891
Muizen 	3891
Overpelt 	3900
Neerpelt 	3910
Sint-Huibrechts-Lille 	3910
Lommel 	3920
Achel 	3930
Hamont 	3930
Hamont-Achel 	3930
Hechtel 	3940
Eksel 	3941
Ham 	3945
Kwaadmechelen 	3945
Oostham 	3945
Bocholt 	3950
Kaulille 	3950
Reppel 	3950
Beek 	3960
Bree 	3960
Gerdingen 	3960
Opitter 	3960
Tongerlo 	3960
Leopoldsburg 	3970
Heppen 	3971
Tessenderlo 	3980
Grote-Brogel 	3990
Kleine-Brogel 	3990
Peer 	3990
Wijchmaal 	3990
Glain 	4000
Liege 	4000
Rocourt 	4000
Bressoux 	4020
Jupille-sur-Meuse 	4020
Liege 	4020
Wandre 	4020
Grivegnee 	4030
Angleur 	4031
Chenee 	4032
Herstal 	4040
Milmort 	4041
Vottem 	4041
Liers 	4042
Chaudfontaine 	4050
Vaux-sous-Chevremont 	4051
Beaufays 	4052
Embourg 	4053
Boncelles 	4100
Seraing 	4100
Jemeppe-sur-Meuse 	4101
Ougree 	4102
Ehein 	4120
Neupre 	4120
Rotheux-Rimiere 	4120
Neuville-en-Condroz 	4121
Plainevaux 	4122
Esneux 	4130
Tilff 	4130
Dolembreux 	4140
Gomze-Andoumont 	4140
Rouvreux 	4140
Sprimont 	4140
Louveigne 	4141
Anthisnes 	4160
Villers-aux-Tours 	4161
Hody 	4162
Tavier 	4163
Comblain-au-Pont 	4170
Poulseur 	4171
Comblain-Fairon 	4180
Comblain-la-Tour 	4180
Hamoir 	4180
Filot 	4181
Ferrieres 	4190
My 	4190
Vieuxville 	4190
Werbomont 	4190
Xhoris 	4190
Burdinne 	4210
Hanneche 	4210
Lamontzee 	4210
Marneffe 	4210
Oteppe 	4210
Heron 	4217
Lavoir 	4217
Waret-l'Eveque 	4217
Couthuin 	4218
Acosse 	4219
Ambresin 	4219
Meeffe 	4219
Wasseiges 	4219
Boelhe 	4250
Geer 	4250
Hollogne-sur-Geer 	4250
Lens-Saint-Servais 	4250
Omal 	4252
Darion 	4253
Ligney 	4254
Berloz 	4257
Corswarem 	4257
Rosoux-Crenwick 	4257
Avennes 	4260
Braives 	4260
Ciplet 	4260
Fallais 	4260
Fumal 	4260
Ville-en-Hesbaye 	4260
Latinne 	4261
Tourinne 	4263
Abolens 	4280
Avernas-le-Bauduin 	4280
Avin 	4280
Bertree 	4280
Blehen 	4280
Cras-Avernas 	4280
Crehen 	4280
Grand-Hallet 	4280
Hannut 	4280
Lens-Saint-Remy 	4280
Merdorp 	4280
Moxhe 	4280
Petit-Hallet 	4280
Poucet 	4280
Thisnes 	4280
Trognee 	4280
Villers-le-Peuplier 	4280
Wansin 	4280
Lincent 	4287
Pellaines 	4287
Racour 	4287
Bettincourt 	4300
Bleret 	4300
Bovenistier 	4300
Grand-Axhe 	4300
Lantremange 	4300
Oleye 	4300
Waremme 	4300
Aineffe 	4317
Borlez 	4317
Celles 	4317
Faimes 	4317
Les Waleffes 	4317
Viemme 	4317
Awans 	4340
Fooz 	4340
Othee 	4340
Villers-l'Eveque 	4340
Hognoul 	4342
Fexhe-le-Haut-Clocher 	4347
Freloux 	4347
Noville 	4347
Roloux 	4347
Voroux-Goreux 	4347
Lamine 	4350
Momalle 	4350
Pousset 	4350
Remicourt 	4350
Hodeige 	4351
Donceel 	4357
Haneffe 	4357
Jeneffe 	4357
Limont 	4357
Bergilers 	4360
Grandville 	4360
Lens-sur-Geer 	4360
Oreye 	4360
Otrange 	4360
Crisnee 	4367
Fize-le-Marsal 	4367
Kemexhe 	4367
Odeur 	4367
Thys 	4367
Awirs 	4400
Chokier 	4400
Flemalle 	4400
Flemalle-Grande 	4400
Flemalle-Haute 	4400
Gleixhe 	4400
Ivoz-Ramet 	4400
Mons-lez-Liege 	4400
Montegnee 	4420
Saint-Nicolas 	4420
Tilleur 	4420
Ans 	4430
Loncin 	4431
Alleur 	4432
Xhendremael 	4432
Juprelle 	4450
Lantin 	4450
Slins 	4450
Voroux-lez-Liers 	4451
Paifve 	4452
Wihogne 	4452
Villers-Saint-Simeon 	4453
Fexhe-Slins 	4458
Bierset 	4460
Grace-Berleur 	4460
Grace-Hollogne 	4460
Hollogne-aux-Pierres 	4460
Horion-Hozemont 	4460
Velroux 	4460
Saint-Georges-sur-Meuse 	4470
Clermont-sous-Huy 	4480
Ehein 	4480
Engis 	4480
Hermalle-sous-Huy 	4480
Ben-Ahin 	4500
Huy 	4500
Tihange 	4500
Antheit 	4520
Bas-Oha 	4520
Huccorgne 	4520
Moha 	4520
Vinalmont 	4520
Wanze 	4520
Fize-Fontaine 	4530
Vaux-et-Borset 	4530
Vieux-Waleffe 	4530
Villers-le-Bouillet 	4530
Warnant-Dreye 	4530
Chapon-Seraing 	4537
Seraing-le-Chateau 	4537
Verlaine 	4537
Amay 	4540
Ampsin 	4540
Flône 	4540
Jehay 	4540
Ombret 	4540
Nandrin 	4550
Saint-Severin 	4550
Villers-le-Temple 	4550
Yernee-Fraineux 	4550
Abee 	4557
Fraiture 	4557
Ramelot 	4557
Seny 	4557
Soheit-Tinlot 	4557
Tinlot 	4557
Bois-et-Borsu 	4560
Clavier 	4560
Les Avins 	4560
Ocquier 	4560
Pailhe 	4560
Terwagne 	4560
Marchin 	4570
Vyle-et-Tharoul 	4570
Modave 	4577
Outrelouxhe 	4577
Stree-lez-Huy 	4577
Vierset-Barse 	4577
Ellemelle 	4590
Ouffet 	4590
Warzee 	4590
Lanaye 	4600
Lixhe 	4600
Richelle 	4600
Vise 	4600
Argenteau 	4601
Cheratte 	4602
Saint-Andre 	4606
Berneau 	4607
Bombaye 	4607
Dalhem 	4607
Feneur 	4607
Mortroux 	4607
Neufchateau 	4608
Warsage 	4608
Bellaire 	4610
Beyne-Heusay 	4610
Queue-du-Bois 	4610
Fleron 	4620
Retinne 	4621
Magnee 	4623
Romsee 	4624
Ayeneux 	4630
Micheroux 	4630
Soumagne 	4630
Tignee 	4630
Evegnee 	4631
Cerexhe-Heuseux 	4632
Melen 	4633
Chaineux 	4650
Grand-Rechain 	4650
Herve 	4650
Julemont 	4650
Battice 	4651
Xhendelesse 	4652
Bolland 	4653
Charneux 	4654
Blegny 	4670
Mortier 	4670
Trembleur 	4670
Barchon 	4671
Housse 	4671
Saive 	4671
Saint-Remy 	4672
Hermee 	4680
Oupeye 	4680
Hermalle-sous-Argenteau 	4681
Heure-le-Romain 	4682
Houtain-Saint-Simeon 	4682
Vivegnis 	4683
Haccourt 	4684
Bassenge 	4690
Boirs 	4690
Eben-Emael 	4690
Glons 	4690
Roclenge-sur-Geer 	4690
Wonck 	4690
Eupen 	4700
Kettenis 	4701
Lontzen 	4710
Walhorn 	4711
Kelmis 	4720
La Calamine 	4720
Neu-Moresnet 	4721
Hergenrath 	4728
Hauset 	4730
Raeren 	4730
Eynatten 	4731
Bütgenbach 	4750
Butgenbach 	4750
Elsenborn 	4750
Bullange 	4760
Büllingen 	4760
Manderfeld 	4760
Rocherath 	4761
Ambleve 	4770
Amel 	4770
Meyrode 	4770
Heppenbach 	4771
Recht 	4780
Saint-Vith 	4780
Sankt 	4780
Schoenberg 	4782
Schönberg 	4782
Lommersweiler 	4783
Crombach 	4784
Burg-Reuland 	4790
Reuland 	4790
Thommen 	4791
Ensival 	4800
Lambermont 	4800
Petit-Rechain 	4800
Polleur 	4800
Verviers 	4800
Stembert 	4801
Heusy 	4802
Dison 	4820
Andrimont 	4821
Limbourg 	4830
Bilstain 	4831
Goe 	4834
Baelen 	4837
Membach 	4837
Welkenraedt 	4840
Henri-Chapelle 	4841
Jalhay 	4845
Sart-lez-Spa 	4845
Montzen 	4850
Moresnet 	4850
Plombieres 	4850
Gemmenich 	4851
Sippenaeken 	4851
Hombourg 	4852
Cornesse 	4860
Pepinster 	4860
Wegnez 	4860
Soiron 	4861
Foret 	4870
Fraipont 	4870
Nessonvaux 	4870
Trooz 	4870
Olne 	4877
Aubel 	4880
Clermont 	4890
Thimister 	4890
Thimister-Clermont 	4890
Spa 	4900
La Reid 	4910
Polleur 	4910
Theux 	4910
Aywaille 	4920
Ernonheid 	4920
Harze 	4920
Louveigne 	4920
Sougne-Remouchamps 	4920
Faymonville 	4950
Robertville 	4950
Sourbrodt 	4950
Waimes 	4950
Weismes 	4950
Bellevaux-Ligneuville 	4960
Beverce 	4960
Malmedy 	4960
Francorchamps 	4970
Stavelot 	4970
Fosse 	4980
Trois-Ponts 	4980
Wanne 	4980
Basse-Bodeux 	4983
Chevron 	4987
La Gleize 	4987
Lorce 	4987
Rahier 	4987
Stoumont 	4987
Arbrefontaine 	4990
Bra 	4990
Lierneux 	4990
Beez 	5000
Namur 	5000
Belgrade 	5001
Saint-Servais 	5002
Saint-Marc 	5003
Bouge 	5004
Champion 	5020
Daussoulx 	5020
Flawinne 	5020
Malonne 	5020
Suarlee 	5020
Temploux 	5020
Vedrin 	5020
Boninne 	5021
Cognelee 	5022
Gelbressee 	5024
Marche-les-Dames 	5024
Beuzet 	5030
Ernage 	5030
Gembloux 	5030
Grand-Manil 	5030
Lonzee 	5030
Sauveniere 	5030
Grand-Leez 	5031
Bossiere 	5032
Bothey 	5032
Corroy-le-Chateau 	5032
Isnes 	5032
Mazy 	5032
Arsimont 	5060
Auvelais 	5060
Falisolle 	5060
Keumiee 	5060
Moignelee 	5060
Sambreville 	5060
Tamines 	5060
Velaine-sur-Sambre 	5060
Aisemont 	5070
Fosses-la-Ville 	5070
Le Roux 	5070
Sart-Eustache 	5070
Sart-Saint-Laurent 	5070
Vitrival 	5070
Emines 	5080
Rhisnes 	5080
Villers-lez-Heest 	5080
Warisoulx 	5080
Bovesse 	5081
Meux 	5081
Saint-Denis-Bovesse 	5081
Dave 	5100
Jambes 	5100
Naninne 	5100
Wepion 	5100
Wierde 	5100
Erpent 	5101
Lives-sur-Meuse 	5101
Loyers 	5101
Boignee 	5140
Ligny 	5140
Sombreffe 	5140
Tongrinne 	5140
Floreffe 	5150
Floriffoux 	5150
Franiere 	5150
Soye 	5150
Arbre 	5170
Bois-de-Villers 	5170
Lesve 	5170
Lustin 	5170
Profondeville 	5170
Riviere 	5170
Balatre 	5190
Ham-sur-Sambre 	5190
Jemeppe-sur-Sambre 	5190
Mornimont 	5190
Moustier-sur-Sambre 	5190
Onoz 	5190
Saint-Martin 	5190
Spy 	5190
Andenne 	5300
Bonneville 	5300
Coutisse 	5300
Landenne 	5300
Maizeret 	5300
Nameche 	5300
Sclayn 	5300
Seilles 	5300
Thon 	5300
Vezin 	5300
Aische-en-Refail 	5310
